"cycle","time","temp","well","a600","strain"
20,34199.1,30.2,"D1",0.0939,"CONTROL"
20,34199.1,30.2,"D2",0.2478,"DH5A"
20,34199.1,30.2,"D3",0.0968,"DRAD"
20,34199.1,30.2,"D4",0.2539,"CM1"
20,34199.1,30.2,"D5",0.2517,"1FH2"
20,34199.1,30.2,"D6",0.4009,"1F5"
20,34199.1,30.2,"D7",0.3051,"1F1"
20,34199.1,30.2,"E1",0.0936,"CONTROL"
20,34199.1,30.2,"E2",0.2572,"DH5A"
20,34199.1,30.2,"E3",0.0914,"DRAD"
20,34199.1,30.2,"E4",0.2515,"CM1"
20,34199.1,30.2,"E5",0.2569,"1FH2"
20,34199.1,30.2,"E6",0.3891,"1F5"
20,34199.1,30.2,"E7",0.2571,"1F1"
20,34199.1,30.2,"F1",0.0924,"CONTROL"
20,34199.1,30.2,"F2",0.2454,"DH5A"
20,34199.1,30.2,"F3",0.1062,"DRAD"
20,34199.1,30.2,"F4",0.2539,"CM1"
20,34199.1,30.2,"F5",0.2575,"1FH2"
20,34199.1,30.2,"F6",0.3841,"1F5"
20,34199.1,30.2,"F7",0.3256,"1F1"
20,34199.1,30.2,"G1",0.0918,"CONTROL"
20,34199.1,30.2,"G2",0.2952,"DH5A"
20,34199.1,30.2,"G3",0.0912,"DRAD"
20,34199.1,30.2,"G4",0.2656,"CM1"
20,34199.1,30.2,"G5",0.2479,"1FH2"
20,34199.1,30.2,"G6",0.3899,"1F5"
20,34199.1,30.2,"G7",0.2793,"1F1"
20,34199.1,30.2,"H1",0.0965,"CONTROL"
20,34199.1,30.2,"H2",0.2909,"DH5A"
20,34199.1,30.2,"H3",0.0981,"DRAD"
20,34199.1,30.2,"H4",0.2785,"CM1"
20,34199.1,30.2,"H5",0.2395,"1FH2"
20,34199.1,30.2,"H6",0.4094,"1F5"
21,35999.1,30.2,"A1",0.0958,"CONTROL"
21,35999.1,30.2,"A2",0.3104,"DH5A"
21,35999.1,30.2,"A3",0.0936,"DRAD"
21,35999.1,30.2,"A4",0.2517,"CM1"
21,35999.1,30.2,"A5",0.2496,"1FH2"
21,35999.1,30.2,"A6",0.434,"1F5"
21,35999.1,30.2,"A7",0.3131,"1F1"
21,35999.1,30.2,"B1",0.0938,"CONTROL"
21,35999.1,30.2,"B2",0.3097,"DH5A"
21,35999.1,30.2,"B3",0.0979,"DRAD"
21,35999.1,30.2,"B4",0.2458,"CM1"
21,35999.1,30.2,"B5",0.2591,"1FH2"
21,35999.1,30.2,"B6",0.4171,"1F5"
21,35999.1,30.2,"B7",0.3175,"1F1"
21,35999.1,30.2,"C1",0.0907,"CONTROL"
21,35999.1,30.2,"C2",0.306,"DH5A"
21,35999.1,30.2,"C3",0.096,"DRAD"
21,35999.1,30.2,"C4",0.2496,"CM1"
21,35999.1,30.2,"C5",0.2595,"1FH2"
21,35999.1,30.2,"C6",0.4213,"1F5"
21,35999.1,30.2,"C7",0.3509,"1F1"
21,35999.1,30.2,"D1",0.0945,"CONTROL"
21,35999.1,30.2,"D2",0.2606,"DH5A"
21,35999.1,30.2,"D3",0.097,"DRAD"
21,35999.1,30.2,"D4",0.2564,"CM1"
21,35999.1,30.2,"D5",0.2615,"1FH2"
21,35999.1,30.2,"D6",0.4096,"1F5"
21,35999.1,30.2,"D7",0.3075,"1F1"
21,35999.1,30.2,"E1",0.0933,"CONTROL"
21,35999.1,30.2,"E2",0.2677,"DH5A"
21,35999.1,30.2,"E3",0.0921,"DRAD"
21,35999.1,30.2,"E4",0.2515,"CM1"
21,35999.1,30.2,"E5",0.2758,"1FH2"
21,35999.1,30.2,"E6",0.3996,"1F5"
21,35999.1,30.2,"E7",0.2594,"1F1"
21,35999.1,30.2,"F1",0.0919,"CONTROL"
21,35999.1,30.2,"F2",0.2577,"DH5A"
21,35999.1,30.2,"F3",0.1093,"DRAD"
21,35999.1,30.2,"F4",0.2617,"CM1"
21,35999.1,30.2,"F5",0.2696,"1FH2"
21,35999.1,30.2,"F6",0.3952,"1F5"
21,35999.1,30.2,"F7",0.3275,"1F1"
21,35999.1,30.2,"G1",0.0916,"CONTROL"
21,35999.1,30.2,"G2",0.3165,"DH5A"
21,35999.1,30.2,"G3",0.0917,"DRAD"
21,35999.1,30.2,"G4",0.2716,"CM1"
21,35999.1,30.2,"G5",0.2737,"1FH2"
21,35999.1,30.2,"G6",0.3994,"1F5"
21,35999.1,30.2,"G7",0.2812,"1F1"
21,35999.1,30.2,"H1",0.0968,"CONTROL"
21,35999.1,30.2,"H2",0.3139,"DH5A"
21,35999.1,30.2,"H3",0.0982,"DRAD"
21,35999.1,30.2,"H4",0.2684,"CM1"
21,35999.1,30.2,"H5",0.2558,"1FH2"
21,35999.1,30.2,"H6",0.4236,"1F5"
22,37799.1,29.9,"A1",0.0951,"CONTROL"
22,37799.1,29.9,"A2",0.3245,"DH5A"
22,37799.1,29.9,"A3",0.0942,"DRAD"
22,37799.1,29.9,"A4",0.2514,"CM1"
22,37799.1,29.9,"A5",0.273,"1FH2"
22,37799.1,29.9,"A6",0.4456,"1F5"
22,37799.1,29.9,"A7",0.3173,"1F1"
22,37799.1,29.9,"B1",0.0936,"CONTROL"
22,37799.1,29.9,"B2",0.3223,"DH5A"
22,37799.1,29.9,"B3",0.0989,"DRAD"
22,37799.1,29.9,"B4",0.2506,"CM1"
22,37799.1,29.9,"B5",0.2658,"1FH2"
22,37799.1,29.9,"B6",0.4251,"1F5"
22,37799.1,29.9,"B7",0.3062,"1F1"
22,37799.1,29.9,"C1",0.0907,"CONTROL"
22,37799.1,29.9,"C2",0.3171,"DH5A"
22,37799.1,29.9,"C3",0.0967,"DRAD"
22,37799.1,29.9,"C4",0.2544,"CM1"
22,37799.1,29.9,"C5",0.2872,"1FH2"
22,37799.1,29.9,"C6",0.4327,"1F5"
22,37799.1,29.9,"C7",0.3543,"1F1"
22,37799.1,29.9,"D1",0.0944,"CONTROL"
22,37799.1,29.9,"D2",0.2784,"DH5A"
22,37799.1,29.9,"D3",0.0977,"DRAD"
22,37799.1,29.9,"D4",0.2583,"CM1"
22,37799.1,29.9,"D5",0.2772,"1FH2"
22,37799.1,29.9,"D6",0.4187,"1F5"
22,37799.1,29.9,"D7",0.3118,"1F1"
22,37799.1,29.9,"E1",0.0931,"CONTROL"
22,37799.1,29.9,"E2",0.2902,"DH5A"
22,37799.1,29.9,"E3",0.0928,"DRAD"
22,37799.1,29.9,"E4",0.2513,"CM1"
22,37799.1,29.9,"E5",0.292,"1FH2"
22,37799.1,29.9,"E6",0.4086,"1F5"
22,37799.1,29.9,"E7",0.2622,"1F1"
22,37799.1,29.9,"F1",0.0918,"CONTROL"
22,37799.1,29.9,"F2",0.276,"DH5A"
22,37799.1,29.9,"F3",0.1137,"DRAD"
22,37799.1,29.9,"F4",0.264,"CM1"
22,37799.1,29.9,"F5",0.2784,"1FH2"
22,37799.1,29.9,"F6",0.4034,"1F5"
22,37799.1,29.9,"F7",0.33,"1F1"
22,37799.1,29.9,"G1",0.0914,"CONTROL"
22,37799.1,29.9,"G2",0.3275,"DH5A"
22,37799.1,29.9,"G3",0.0923,"DRAD"
22,37799.1,29.9,"G4",0.2722,"CM1"
22,37799.1,29.9,"G5",0.2992,"1FH2"
22,37799.1,29.9,"G6",0.4065,"1F5"
22,37799.1,29.9,"G7",0.2833,"1F1"
22,37799.1,29.9,"H1",0.0948,"CONTROL"
22,37799.1,29.9,"H2",0.3353,"DH5A"
22,37799.1,29.9,"H3",0.0989,"DRAD"
22,37799.1,29.9,"H4",0.2912,"CM1"
22,37799.1,29.9,"H5",0.2636,"1FH2"
22,37799.1,29.9,"H6",0.4334,"1F5"
23,39599,30.1,"A1",0.0958,"CONTROL"
23,39599,30.1,"A2",0.3325,"DH5A"
23,39599,30.1,"A3",0.0953,"DRAD"
23,39599,30.1,"A4",0.2509,"CM1"
23,39599,30.1,"A5",0.295,"1FH2"
23,39599,30.1,"A6",0.4584,"1F5"
23,39599,30.1,"A7",0.3199,"1F1"
23,39599,30.1,"B1",0.093,"CONTROL"
23,39599,30.1,"B2",0.3339,"DH5A"
23,39599,30.1,"B3",0.1,"DRAD"
23,39599,30.1,"B4",0.2545,"CM1"
23,39599,30.1,"B5",0.2797,"1FH2"
23,39599,30.1,"B6",0.4325,"1F5"
23,39599,30.1,"B7",0.3092,"1F1"
23,39599,30.1,"C1",0.0907,"CONTROL"
23,39599,30.1,"C2",0.3361,"DH5A"
23,39599,30.1,"C3",0.0978,"DRAD"
23,39599,30.1,"C4",0.2566,"CM1"
23,39599,30.1,"C5",0.3025,"1FH2"
23,39599,30.1,"C6",0.4417,"1F5"
23,39599,30.1,"C7",0.3597,"1F1"
23,39599,30.1,"D1",0.0948,"CONTROL"
23,39599,30.1,"D2",0.2933,"DH5A"
23,39599,30.1,"D3",0.0986,"DRAD"
23,39599,30.1,"D4",0.2587,"CM1"
23,39599,30.1,"D5",0.2956,"1FH2"
23,39599,30.1,"D6",0.4264,"1F5"
23,39599,30.1,"D7",0.3136,"1F1"
23,39599,30.1,"E1",0.0934,"CONTROL"
23,39599,30.1,"E2",0.3069,"DH5A"
23,39599,30.1,"E3",0.0936,"DRAD"
23,39599,30.1,"E4",0.2515,"CM1"
23,39599,30.1,"E5",0.2959,"1FH2"
23,39599,30.1,"E6",0.4156,"1F5"
23,39599,30.1,"E7",0.2636,"1F1"
23,39599,30.1,"F1",0.092,"CONTROL"
23,39599,30.1,"F2",0.2872,"DH5A"
23,39599,30.1,"F3",0.1186,"DRAD"
23,39599,30.1,"F4",0.2627,"CM1"
23,39599,30.1,"F5",0.301,"1FH2"
23,39599,30.1,"F6",0.409,"1F5"
23,39599,30.1,"F7",0.331,"1F1"
23,39599,30.1,"G1",0.0918,"CONTROL"
23,39599,30.1,"G2",0.3327,"DH5A"
23,39599,30.1,"G3",0.0936,"DRAD"
23,39599,30.1,"G4",0.2649,"CM1"
23,39599,30.1,"G5",0.335,"1FH2"
23,39599,30.1,"G6",0.4129,"1F5"
23,39599,30.1,"G7",0.2853,"1F1"
23,39599,30.1,"H1",0.0941,"CONTROL"
23,39599,30.1,"H2",0.3474,"DH5A"
23,39599,30.1,"H3",0.0996,"DRAD"
23,39599,30.1,"H4",0.3157,"CM1"
23,39599,30.1,"H5",0.2768,"1FH2"
23,39599,30.1,"H6",0.444,"1F5"
24,41399,30.1,"A1",0.0958,"CONTROL"
24,41399,30.1,"A2",0.3309,"DH5A"
24,41399,30.1,"A3",0.0961,"DRAD"
24,41399,30.1,"A4",0.2512,"CM1"
24,41399,30.1,"A5",0.3041,"1FH2"
24,41399,30.1,"A6",0.4689,"1F5"
24,41399,30.1,"A7",0.3249,"1F1"
24,41399,30.1,"B1",0.0937,"CONTROL"
24,41399,30.1,"B2",0.3366,"DH5A"
24,41399,30.1,"B3",0.1013,"DRAD"
24,41399,30.1,"B4",0.2573,"CM1"
24,41399,30.1,"B5",0.2893,"1FH2"
24,41399,30.1,"B6",0.4386,"1F5"
24,41399,30.1,"B7",0.308,"1F1"
24,41399,30.1,"C1",0.0908,"CONTROL"
24,41399,30.1,"C2",0.3384,"DH5A"
24,41399,30.1,"C3",0.0989,"DRAD"
24,41399,30.1,"C4",0.2578,"CM1"
24,41399,30.1,"C5",0.31,"1FH2"
24,41399,30.1,"C6",0.4488,"1F5"
24,41399,30.1,"C7",0.3591,"1F1"
24,41399,30.1,"D1",0.0946,"CONTROL"
24,41399,30.1,"D2",0.3088,"DH5A"
24,41399,30.1,"D3",0.0996,"DRAD"
24,41399,30.1,"D4",0.2588,"CM1"
24,41399,30.1,"D5",0.3109,"1FH2"
24,41399,30.1,"D6",0.4334,"1F5"
24,41399,30.1,"D7",0.3126,"1F1"
24,41399,30.1,"E1",0.0936,"CONTROL"
24,41399,30.1,"E2",0.3143,"DH5A"
24,41399,30.1,"E3",0.0948,"DRAD"
24,41399,30.1,"E4",0.2553,"CM1"
24,41399,30.1,"E5",0.3127,"1FH2"
24,41399,30.1,"E6",0.4226,"1F5"
24,41399,30.1,"E7",0.2672,"1F1"
24,41399,30.1,"F1",0.0922,"CONTROL"
24,41399,30.1,"F2",0.2989,"DH5A"
24,41399,30.1,"F3",0.1241,"DRAD"
24,41399,30.1,"F4",0.2662,"CM1"
24,41399,30.1,"F5",0.3143,"1FH2"
24,41399,30.1,"F6",0.4158,"1F5"
24,41399,30.1,"F7",0.3348,"1F1"
24,41399,30.1,"G1",0.0921,"CONTROL"
24,41399,30.1,"G2",0.3462,"DH5A"
24,41399,30.1,"G3",0.0952,"DRAD"
24,41399,30.1,"G4",0.262,"CM1"
24,41399,30.1,"G5",0.339,"1FH2"
24,41399,30.1,"G6",0.4214,"1F5"
24,41399,30.1,"G7",0.286,"1F1"
24,41399,30.1,"H1",0.0942,"CONTROL"
24,41399,30.1,"H2",0.3682,"DH5A"
24,41399,30.1,"H3",0.1007,"DRAD"
24,41399,30.1,"H4",0.3056,"CM1"
24,41399,30.1,"H5",0.2847,"1FH2"
24,41399,30.1,"H6",0.4534,"1F5"
25,43198.9,30.1,"A1",0.0961,"CONTROL"
25,43198.9,30.1,"A2",0.3446,"DH5A"
25,43198.9,30.1,"A3",0.0974,"DRAD"
25,43198.9,30.1,"A4",0.2525,"CM1"
25,43198.9,30.1,"A5",0.2938,"1FH2"
25,43198.9,30.1,"A6",0.4763,"1F5"
25,43198.9,30.1,"A7",0.3295,"1F1"
25,43198.9,30.1,"B1",0.0931,"CONTROL"
25,43198.9,30.1,"B2",0.3419,"DH5A"
25,43198.9,30.1,"B3",0.1024,"DRAD"
25,43198.9,30.1,"B4",0.2611,"CM1"
25,43198.9,30.1,"B5",0.2982,"1FH2"
25,43198.9,30.1,"B6",0.4434,"1F5"
25,43198.9,30.1,"B7",0.3134,"1F1"
25,43198.9,30.1,"C1",0.0912,"CONTROL"
25,43198.9,30.1,"C2",0.3485,"DH5A"
25,43198.9,30.1,"C3",0.1001,"DRAD"
25,43198.9,30.1,"C4",0.2582,"CM1"
25,43198.9,30.1,"C5",0.3211,"1FH2"
25,43198.9,30.1,"C6",0.4542,"1F5"
25,43198.9,30.1,"C7",0.3605,"1F1"
25,43198.9,30.1,"D1",0.0947,"CONTROL"
25,43198.9,30.1,"D2",0.3206,"DH5A"
25,43198.9,30.1,"D3",0.1004,"DRAD"
25,43198.9,30.1,"D4",0.2578,"CM1"
25,43198.9,30.1,"D5",0.3141,"1FH2"
25,43198.9,30.1,"D6",0.4364,"1F5"
25,43198.9,30.1,"D7",0.3143,"1F1"
25,43198.9,30.1,"E1",0.0935,"CONTROL"
25,43198.9,30.1,"E2",0.325,"DH5A"
25,43198.9,30.1,"E3",0.0956,"DRAD"
25,43198.9,30.1,"E4",0.2578,"CM1"
25,43198.9,30.1,"E5",0.3189,"1FH2"
25,43198.9,30.1,"E6",0.4259,"1F5"
25,43198.9,30.1,"E7",0.2703,"1F1"
25,43198.9,30.1,"F1",0.0916,"CONTROL"
25,43198.9,30.1,"F2",0.3082,"DH5A"
25,43198.9,30.1,"F3",0.1311,"DRAD"
25,43198.9,30.1,"F4",0.2692,"CM1"
25,43198.9,30.1,"F5",0.309,"1FH2"
25,43198.9,30.1,"F6",0.4169,"1F5"
25,43198.9,30.1,"F7",0.3368,"1F1"
25,43198.9,30.1,"G1",0.0918,"CONTROL"
25,43198.9,30.1,"G2",0.3513,"DH5A"
25,43198.9,30.1,"G3",0.0959,"DRAD"
25,43198.9,30.1,"G4",0.2702,"CM1"
25,43198.9,30.1,"G5",0.3425,"1FH2"
25,43198.9,30.1,"G6",0.4254,"1F5"
25,43198.9,30.1,"G7",0.2892,"1F1"
25,43198.9,30.1,"H1",0.0963,"CONTROL"
25,43198.9,30.1,"H2",0.374,"DH5A"
25,43198.9,30.1,"H3",0.1015,"DRAD"
25,43198.9,30.1,"H4",0.3019,"CM1"
25,43198.9,30.1,"H5",0.293,"1FH2"
25,43198.9,30.1,"H6",0.4657,"1F5"
26,44998.9,30.2,"A1",0.0953,"CONTROL"
26,44998.9,30.2,"A2",0.3522,"DH5A"
26,44998.9,30.2,"A3",0.0985,"DRAD"
26,44998.9,30.2,"A4",0.2601,"CM1"
26,44998.9,30.2,"A5",0.287,"1FH2"
26,44998.9,30.2,"A6",0.4853,"1F5"
26,44998.9,30.2,"A7",0.3358,"1F1"
26,44998.9,30.2,"B1",0.0936,"CONTROL"
26,44998.9,30.2,"B2",0.3458,"DH5A"
26,44998.9,30.2,"B3",0.1037,"DRAD"
26,44998.9,30.2,"B4",0.2644,"CM1"
26,44998.9,30.2,"B5",0.31,"1FH2"
26,44998.9,30.2,"B6",0.4466,"1F5"
26,44998.9,30.2,"B7",0.3173,"1F1"
26,44998.9,30.2,"C1",0.0907,"CONTROL"
26,44998.9,30.2,"C2",0.355,"DH5A"
26,44998.9,30.2,"C3",0.1011,"DRAD"
26,44998.9,30.2,"C4",0.2584,"CM1"
26,44998.9,30.2,"C5",0.3227,"1FH2"
26,44998.9,30.2,"C6",0.4596,"1F5"
26,44998.9,30.2,"C7",0.3573,"1F1"
26,44998.9,30.2,"D1",0.0942,"CONTROL"
26,44998.9,30.2,"D2",0.33,"DH5A"
26,44998.9,30.2,"D3",0.1012,"DRAD"
26,44998.9,30.2,"D4",0.2586,"CM1"
26,44998.9,30.2,"D5",0.3078,"1FH2"
26,44998.9,30.2,"D6",0.4411,"1F5"
26,44998.9,30.2,"D7",0.3104,"1F1"
26,44998.9,30.2,"E1",0.0935,"CONTROL"
26,44998.9,30.2,"E2",0.3368,"DH5A"
26,44998.9,30.2,"E3",0.0963,"DRAD"
26,44998.9,30.2,"E4",0.2606,"CM1"
26,44998.9,30.2,"E5",0.3293,"1FH2"
26,44998.9,30.2,"E6",0.4295,"1F5"
26,44998.9,30.2,"E7",0.2743,"1F1"
26,44998.9,30.2,"F1",0.0917,"CONTROL"
26,44998.9,30.2,"F2",0.3197,"DH5A"
26,44998.9,30.2,"F3",0.1401,"DRAD"
26,44998.9,30.2,"F4",0.2701,"CM1"
26,44998.9,30.2,"F5",0.3137,"1FH2"
26,44998.9,30.2,"F6",0.4218,"1F5"
26,44998.9,30.2,"F7",0.3384,"1F1"
26,44998.9,30.2,"G1",0.092,"CONTROL"
26,44998.9,30.2,"G2",0.3565,"DH5A"
26,44998.9,30.2,"G3",0.0972,"DRAD"
26,44998.9,30.2,"G4",0.2818,"CM1"
26,44998.9,30.2,"G5",0.3418,"1FH2"
26,44998.9,30.2,"G6",0.4307,"1F5"
26,44998.9,30.2,"G7",0.2907,"1F1"
26,44998.9,30.2,"H1",0.0954,"CONTROL"
26,44998.9,30.2,"H2",0.3821,"DH5A"
26,44998.9,30.2,"H3",0.1027,"DRAD"
26,44998.9,30.2,"H4",0.2903,"CM1"
26,44998.9,30.2,"H5",0.338,"1FH2"
26,44998.9,30.2,"H6",0.4752,"1F5"
27,46798.9,30.2,"A1",0.0958,"CONTROL"
27,46798.9,30.2,"A2",0.3638,"DH5A"
27,46798.9,30.2,"A3",0.0995,"DRAD"
27,46798.9,30.2,"A4",0.2681,"CM1"
27,46798.9,30.2,"A5",0.2917,"1FH2"
27,46798.9,30.2,"A6",0.4918,"1F5"
27,46798.9,30.2,"A7",0.3425,"1F1"
27,46798.9,30.2,"B1",0.0931,"CONTROL"
27,46798.9,30.2,"B2",0.3579,"DH5A"
27,46798.9,30.2,"B3",0.1048,"DRAD"
27,46798.9,30.2,"B4",0.2666,"CM1"
27,46798.9,30.2,"B5",0.3131,"1FH2"
27,46798.9,30.2,"B6",0.4485,"1F5"
27,46798.9,30.2,"B7",0.3182,"1F1"
27,46798.9,30.2,"C1",0.0905,"CONTROL"
27,46798.9,30.2,"C2",0.3631,"DH5A"
27,46798.9,30.2,"C3",0.1024,"DRAD"
27,46798.9,30.2,"C4",0.2602,"CM1"
27,46798.9,30.2,"C5",0.3252,"1FH2"
27,46798.9,30.2,"C6",0.4631,"1F5"
27,46798.9,30.2,"C7",0.3567,"1F1"
27,46798.9,30.2,"D1",0.0948,"CONTROL"
27,46798.9,30.2,"D2",0.3427,"DH5A"
27,46798.9,30.2,"D3",0.1025,"DRAD"
27,46798.9,30.2,"D4",0.261,"CM1"
27,46798.9,30.2,"D5",0.3124,"1FH2"
27,46798.9,30.2,"D6",0.4414,"1F5"
27,46798.9,30.2,"D7",0.3118,"1F1"
27,46798.9,30.2,"E1",0.0937,"CONTROL"
27,46798.9,30.2,"E2",0.3468,"DH5A"
27,46798.9,30.2,"E3",0.0974,"DRAD"
27,46798.9,30.2,"E4",0.2646,"CM1"
27,46798.9,30.2,"E5",0.3317,"1FH2"
27,46798.9,30.2,"E6",0.4321,"1F5"
27,46798.9,30.2,"E7",0.2798,"1F1"
27,46798.9,30.2,"F1",0.0915,"CONTROL"
27,46798.9,30.2,"F2",0.3314,"DH5A"
27,46798.9,30.2,"F3",0.1495,"DRAD"
27,46798.9,30.2,"F4",0.267,"CM1"
27,46798.9,30.2,"F5",0.3212,"1FH2"
27,46798.9,30.2,"F6",0.4228,"1F5"
27,46798.9,30.2,"F7",0.3474,"1F1"
27,46798.9,30.2,"G1",0.0918,"CONTROL"
27,46798.9,30.2,"G2",0.3676,"DH5A"
27,46798.9,30.2,"G3",0.0985,"DRAD"
27,46798.9,30.2,"G4",0.2876,"CM1"
27,46798.9,30.2,"G5",0.3496,"1FH2"
27,46798.9,30.2,"G6",0.4336,"1F5"
27,46798.9,30.2,"G7",0.2921,"1F1"
27,46798.9,30.2,"H1",0.0944,"CONTROL"
27,46798.9,30.2,"H2",0.3874,"DH5A"
27,46798.9,30.2,"H3",0.1038,"DRAD"
27,46798.9,30.2,"H4",0.2868,"CM1"
27,46798.9,30.2,"H5",0.3548,"1FH2"
27,46798.9,30.2,"H6",0.4858,"1F5"
28,48598.8,30.1,"A1",0.0961,"CONTROL"
28,48598.8,30.1,"A2",0.3732,"DH5A"
28,48598.8,30.1,"A3",0.1005,"DRAD"
28,48598.8,30.1,"A4",0.2797,"CM1"
28,48598.8,30.1,"A5",0.2866,"1FH2"
28,48598.8,30.1,"A6",0.4991,"1F5"
28,48598.8,30.1,"A7",0.3472,"1F1"
28,48598.8,30.1,"B1",0.0937,"CONTROL"
28,48598.8,30.1,"B2",0.3639,"DH5A"
28,48598.8,30.1,"B3",0.1064,"DRAD"
28,48598.8,30.1,"B4",0.2685,"CM1"
28,48598.8,30.1,"B5",0.3141,"1FH2"
28,48598.8,30.1,"B6",0.4508,"1F5"
28,48598.8,30.1,"B7",0.3194,"1F1"
28,48598.8,30.1,"C1",0.0904,"CONTROL"
28,48598.8,30.1,"C2",0.3693,"DH5A"
28,48598.8,30.1,"C3",0.1034,"DRAD"
28,48598.8,30.1,"C4",0.2626,"CM1"
28,48598.8,30.1,"C5",0.3217,"1FH2"
28,48598.8,30.1,"C6",0.465,"1F5"
28,48598.8,30.1,"C7",0.358,"1F1"
28,48598.8,30.1,"D1",0.0944,"CONTROL"
28,48598.8,30.1,"D2",0.354,"DH5A"
28,48598.8,30.1,"D3",0.1033,"DRAD"
28,48598.8,30.1,"D4",0.2631,"CM1"
28,48598.8,30.1,"D5",0.3092,"1FH2"
28,48598.8,30.1,"D6",0.4453,"1F5"
28,48598.8,30.1,"D7",0.3113,"1F1"
28,48598.8,30.1,"E1",0.0935,"CONTROL"
28,48598.8,30.1,"E2",0.3598,"DH5A"
28,48598.8,30.1,"E3",0.0987,"DRAD"
28,48598.8,30.1,"E4",0.2718,"CM1"
28,48598.8,30.1,"E5",0.3353,"1FH2"
28,48598.8,30.1,"E6",0.4336,"1F5"
28,48598.8,30.1,"E7",0.286,"1F1"
28,48598.8,30.1,"F1",0.0922,"CONTROL"
28,48598.8,30.1,"F2",0.345,"DH5A"
28,48598.8,30.1,"F3",0.1597,"DRAD"
28,48598.8,30.1,"F4",0.2689,"CM1"
28,48598.8,30.1,"F5",0.3406,"1FH2"
28,48598.8,30.1,"F6",0.4238,"1F5"
28,48598.8,30.1,"F7",0.3521,"1F1"
28,48598.8,30.1,"G1",0.0914,"CONTROL"
28,48598.8,30.1,"G2",0.3791,"DH5A"
28,48598.8,30.1,"G3",0.0996,"DRAD"
28,48598.8,30.1,"G4",0.2881,"CM1"
28,48598.8,30.1,"G5",0.3437,"1FH2"
28,48598.8,30.1,"G6",0.4354,"1F5"
28,48598.8,30.1,"G7",0.2935,"1F1"
28,48598.8,30.1,"H1",0.0947,"CONTROL"
28,48598.8,30.1,"H2",0.3949,"DH5A"
28,48598.8,30.1,"H3",0.1047,"DRAD"
28,48598.8,30.1,"H4",0.2865,"CM1"
28,48598.8,30.1,"H5",0.3373,"1FH2"
28,48598.8,30.1,"H6",0.4923,"1F5"
29,50398.8,30.2,"A1",0.0956,"CONTROL"
29,50398.8,30.2,"A2",0.3806,"DH5A"
29,50398.8,30.2,"A3",0.1015,"DRAD"
29,50398.8,30.2,"A4",0.2885,"CM1"
29,50398.8,30.2,"A5",0.2889,"1FH2"
29,50398.8,30.2,"A6",0.5016,"1F5"
29,50398.8,30.2,"A7",0.3517,"1F1"
29,50398.8,30.2,"B1",0.0938,"CONTROL"
29,50398.8,30.2,"B2",0.37,"DH5A"
29,50398.8,30.2,"B3",0.1074,"DRAD"
29,50398.8,30.2,"B4",0.2686,"CM1"
29,50398.8,30.2,"B5",0.3204,"1FH2"
29,50398.8,30.2,"B6",0.4511,"1F5"
29,50398.8,30.2,"B7",0.3238,"1F1"
29,50398.8,30.2,"C1",0.0911,"CONTROL"
29,50398.8,30.2,"C2",0.3754,"DH5A"
29,50398.8,30.2,"C3",0.1045,"DRAD"
29,50398.8,30.2,"C4",0.2659,"CM1"
29,50398.8,30.2,"C5",0.3132,"1FH2"
29,50398.8,30.2,"C6",0.465,"1F5"
29,50398.8,30.2,"C7",0.3575,"1F1"
29,50398.8,30.2,"D1",0.0944,"CONTROL"
29,50398.8,30.2,"D2",0.3631,"DH5A"
29,50398.8,30.2,"D3",0.1043,"DRAD"
29,50398.8,30.2,"D4",0.2667,"CM1"
29,50398.8,30.2,"D5",0.3129,"1FH2"
29,50398.8,30.2,"D6",0.443,"1F5"
29,50398.8,30.2,"D7",0.31,"1F1"
29,50398.8,30.2,"E1",0.0935,"CONTROL"
29,50398.8,30.2,"E2",0.3697,"DH5A"
29,50398.8,30.2,"E3",0.0996,"DRAD"
29,50398.8,30.2,"E4",0.278,"CM1"
29,50398.8,30.2,"E5",0.3371,"1FH2"
29,50398.8,30.2,"E6",0.4345,"1F5"
29,50398.8,30.2,"E7",0.2933,"1F1"
29,50398.8,30.2,"F1",0.0922,"CONTROL"
29,50398.8,30.2,"F2",0.355,"DH5A"
29,50398.8,30.2,"F3",0.172,"DRAD"
29,50398.8,30.2,"F4",0.2686,"CM1"
29,50398.8,30.2,"F5",0.3264,"1FH2"
29,50398.8,30.2,"F6",0.4236,"1F5"
29,50398.8,30.2,"F7",0.3588,"1F1"
29,50398.8,30.2,"G1",0.0918,"CONTROL"
29,50398.8,30.2,"G2",0.3888,"DH5A"
29,50398.8,30.2,"G3",0.1009,"DRAD"
29,50398.8,30.2,"G4",0.2913,"CM1"
29,50398.8,30.2,"G5",0.3356,"1FH2"
29,50398.8,30.2,"G6",0.4384,"1F5"
29,50398.8,30.2,"G7",0.2945,"1F1"
29,50398.8,30.2,"H1",0.0944,"CONTROL"
29,50398.8,30.2,"H2",0.405,"DH5A"
29,50398.8,30.2,"H3",0.1057,"DRAD"
29,50398.8,30.2,"H4",0.2817,"CM1"
29,50398.8,30.2,"H5",0.3317,"1FH2"
29,50398.8,30.2,"H6",0.4991,"1F5"
30,52198.7,30.3,"A1",0.0955,"CONTROL"
30,52198.7,30.3,"A2",0.391,"DH5A"
30,52198.7,30.3,"A3",0.1027,"DRAD"
30,52198.7,30.3,"A4",0.286,"CM1"
