"cycle","time","temp","well","a600","strain"
10,16199.6,30.2,"D7",0.1708,"1F1"
10,16199.6,30.2,"E1",0.0933,"CONTROL"
10,16199.6,30.2,"E2",0.1063,"DH5A"
10,16199.6,30.2,"E3",0.0892,"DRAD"
10,16199.6,30.2,"E4",0.1539,"CM1"
10,16199.6,30.2,"E5",0.149,"1FH2"
10,16199.6,30.2,"E6",0.2243,"1F5"
10,16199.6,30.2,"E7",0.1629,"1F1"
10,16199.6,30.2,"F1",0.0939,"CONTROL"
10,16199.6,30.2,"F2",0.1056,"DH5A"
10,16199.6,30.2,"F3",0.0942,"DRAD"
10,16199.6,30.2,"F4",0.1554,"CM1"
10,16199.6,30.2,"F5",0.142,"1FH2"
10,16199.6,30.2,"F6",0.2203,"1F5"
10,16199.6,30.2,"F7",0.1824,"1F1"
10,16199.6,30.2,"G1",0.0913,"CONTROL"
10,16199.6,30.2,"G2",0.1097,"DH5A"
10,16199.6,30.2,"G3",0.0885,"DRAD"
10,16199.6,30.2,"G4",0.1578,"CM1"
10,16199.6,30.2,"G5",0.1491,"1FH2"
10,16199.6,30.2,"G6",0.2288,"1F5"
10,16199.6,30.2,"G7",0.1639,"1F1"
10,16199.6,30.2,"H1",0.0957,"CONTROL"
10,16199.6,30.2,"H2",0.1079,"DH5A"
10,16199.6,30.2,"H3",0.0959,"DRAD"
10,16199.6,30.2,"H4",0.1579,"CM1"
10,16199.6,30.2,"H5",0.1459,"1FH2"
10,16199.6,30.2,"H6",0.2305,"1F5"
11,17999.5,30,"A1",0.0954,"CONTROL"
11,17999.5,30,"A2",0.1181,"DH5A"
11,17999.5,30,"A3",0.0912,"DRAD"
11,17999.5,30,"A4",0.1788,"CM1"
11,17999.5,30,"A5",0.1462,"1FH2"
11,17999.5,30,"A6",0.2585,"1F5"
11,17999.5,30,"A7",0.1858,"1F1"
11,17999.5,30,"B1",0.0933,"CONTROL"
11,17999.5,30,"B2",0.1198,"DH5A"
11,17999.5,30,"B3",0.0945,"DRAD"
11,17999.5,30,"B4",0.1801,"CM1"
11,17999.5,30,"B5",0.1464,"1FH2"
11,17999.5,30,"B6",0.2493,"1F5"
11,17999.5,30,"B7",0.1906,"1F1"
11,17999.5,30,"C1",0.0914,"CONTROL"
11,17999.5,30,"C2",0.1197,"DH5A"
11,17999.5,30,"C3",0.0923,"DRAD"
11,17999.5,30,"C4",0.1766,"CM1"
11,17999.5,30,"C5",0.1425,"1FH2"
11,17999.5,30,"C6",0.2564,"1F5"
11,17999.5,30,"C7",0.1855,"1F1"
11,17999.5,30,"D1",0.0944,"CONTROL"
11,17999.5,30,"D2",0.1098,"DH5A"
11,17999.5,30,"D3",0.0946,"DRAD"
11,17999.5,30,"D4",0.1825,"CM1"
11,17999.5,30,"D5",0.1391,"1FH2"
11,17999.5,30,"D6",0.2505,"1F5"
11,17999.5,30,"D7",0.1995,"1F1"
11,17999.5,30,"E1",0.0938,"CONTROL"
11,17999.5,30,"E2",0.1126,"DH5A"
11,17999.5,30,"E3",0.0894,"DRAD"
11,17999.5,30,"E4",0.1755,"CM1"
11,17999.5,30,"E5",0.1577,"1FH2"
11,17999.5,30,"E6",0.2461,"1F5"
11,17999.5,30,"E7",0.1821,"1F1"
11,17999.5,30,"F1",0.0933,"CONTROL"
11,17999.5,30,"F2",0.1118,"DH5A"
11,17999.5,30,"F3",0.0944,"DRAD"
11,17999.5,30,"F4",0.1767,"CM1"
11,17999.5,30,"F5",0.1505,"1FH2"
11,17999.5,30,"F6",0.2385,"1F5"
11,17999.5,30,"F7",0.2147,"1F1"
11,17999.5,30,"G1",0.0923,"CONTROL"
11,17999.5,30,"G2",0.1191,"DH5A"
11,17999.5,30,"G3",0.0888,"DRAD"
11,17999.5,30,"G4",0.1772,"CM1"
11,17999.5,30,"G5",0.1526,"1FH2"
11,17999.5,30,"G6",0.2401,"1F5"
11,17999.5,30,"G7",0.1861,"1F1"
11,17999.5,30,"H1",0.0964,"CONTROL"
11,17999.5,30,"H2",0.118,"DH5A"
11,17999.5,30,"H3",0.0961,"DRAD"
11,17999.5,30,"H4",0.1809,"CM1"
11,17999.5,30,"H5",0.1556,"1FH2"
11,17999.5,30,"H6",0.2534,"1F5"
12,19799.5,30,"A1",0.0946,"CONTROL"
12,19799.5,30,"A2",0.1325,"DH5A"
12,19799.5,30,"A3",0.0914,"DRAD"
12,19799.5,30,"A4",0.2018,"CM1"
12,19799.5,30,"A5",0.1518,"1FH2"
12,19799.5,30,"A6",0.2798,"1F5"
12,19799.5,30,"A7",0.199,"1F1"
12,19799.5,30,"B1",0.0939,"CONTROL"
12,19799.5,30,"B2",0.1324,"DH5A"
12,19799.5,30,"B3",0.0945,"DRAD"
12,19799.5,30,"B4",0.2013,"CM1"
12,19799.5,30,"B5",0.151,"1FH2"
12,19799.5,30,"B6",0.2686,"1F5"
12,19799.5,30,"B7",0.2172,"1F1"
12,19799.5,30,"C1",0.0913,"CONTROL"
12,19799.5,30,"C2",0.1328,"DH5A"
12,19799.5,30,"C3",0.0924,"DRAD"
12,19799.5,30,"C4",0.1965,"CM1"
12,19799.5,30,"C5",0.1573,"1FH2"
12,19799.5,30,"C6",0.2791,"1F5"
12,19799.5,30,"C7",0.2383,"1F1"
12,19799.5,30,"D1",0.0935,"CONTROL"
12,19799.5,30,"D2",0.1196,"DH5A"
12,19799.5,30,"D3",0.0948,"DRAD"
12,19799.5,30,"D4",0.2021,"CM1"
12,19799.5,30,"D5",0.1482,"1FH2"
12,19799.5,30,"D6",0.2685,"1F5"
12,19799.5,30,"D7",0.2281,"1F1"
12,19799.5,30,"E1",0.0938,"CONTROL"
12,19799.5,30,"E2",0.1212,"DH5A"
12,19799.5,30,"E3",0.0896,"DRAD"
12,19799.5,30,"E4",0.1957,"CM1"
12,19799.5,30,"E5",0.1679,"1FH2"
12,19799.5,30,"E6",0.2627,"1F5"
12,19799.5,30,"E7",0.2022,"1F1"
12,19799.5,30,"F1",0.0931,"CONTROL"
12,19799.5,30,"F2",0.1202,"DH5A"
12,19799.5,30,"F3",0.0945,"DRAD"
12,19799.5,30,"F4",0.1981,"CM1"
12,19799.5,30,"F5",0.1606,"1FH2"
12,19799.5,30,"F6",0.2592,"1F5"
12,19799.5,30,"F7",0.2477,"1F1"
12,19799.5,30,"G1",0.0929,"CONTROL"
12,19799.5,30,"G2",0.1294,"DH5A"
12,19799.5,30,"G3",0.0887,"DRAD"
12,19799.5,30,"G4",0.1968,"CM1"
12,19799.5,30,"G5",0.1611,"1FH2"
12,19799.5,30,"G6",0.2618,"1F5"
12,19799.5,30,"G7",0.191,"1F1"
12,19799.5,30,"H1",0.0952,"CONTROL"
12,19799.5,30,"H2",0.1279,"DH5A"
12,19799.5,30,"H3",0.0962,"DRAD"
12,19799.5,30,"H4",0.1996,"CM1"
12,19799.5,30,"H5",0.1676,"1FH2"
12,19799.5,30,"H6",0.2721,"1F5"
13,21599.4,30,"A1",0.0954,"CONTROL"
13,21599.4,30,"A2",0.1497,"DH5A"
13,21599.4,30,"A3",0.0914,"DRAD"
13,21599.4,30,"A4",0.221,"CM1"
13,21599.4,30,"A5",0.1624,"1FH2"
13,21599.4,30,"A6",0.3011,"1F5"
13,21599.4,30,"A7",0.2225,"1F1"
13,21599.4,30,"B1",0.0937,"CONTROL"
13,21599.4,30,"B2",0.1506,"DH5A"
13,21599.4,30,"B3",0.0947,"DRAD"
13,21599.4,30,"B4",0.2201,"CM1"
13,21599.4,30,"B5",0.166,"1FH2"
13,21599.4,30,"B6",0.2967,"1F5"
13,21599.4,30,"B7",0.2346,"1F1"
13,21599.4,30,"C1",0.0916,"CONTROL"
13,21599.4,30,"C2",0.1486,"DH5A"
13,21599.4,30,"C3",0.0926,"DRAD"
13,21599.4,30,"C4",0.2155,"CM1"
13,21599.4,30,"C5",0.1688,"1FH2"
13,21599.4,30,"C6",0.3007,"1F5"
13,21599.4,30,"C7",0.2623,"1F1"
13,21599.4,30,"D1",0.0942,"CONTROL"
13,21599.4,30,"D2",0.1335,"DH5A"
13,21599.4,30,"D3",0.095,"DRAD"
13,21599.4,30,"D4",0.2187,"CM1"
13,21599.4,30,"D5",0.1631,"1FH2"
13,21599.4,30,"D6",0.2985,"1F5"
13,21599.4,30,"D7",0.2372,"1F1"
13,21599.4,30,"E1",0.0934,"CONTROL"
13,21599.4,30,"E2",0.1344,"DH5A"
13,21599.4,30,"E3",0.0897,"DRAD"
13,21599.4,30,"E4",0.2164,"CM1"
13,21599.4,30,"E5",0.1764,"1FH2"
13,21599.4,30,"E6",0.2942,"1F5"
13,21599.4,30,"E7",0.2085,"1F1"
13,21599.4,30,"F1",0.0941,"CONTROL"
13,21599.4,30,"F2",0.1338,"DH5A"
13,21599.4,30,"F3",0.0948,"DRAD"
13,21599.4,30,"F4",0.2153,"CM1"
13,21599.4,30,"F5",0.1704,"1FH2"
13,21599.4,30,"F6",0.2843,"1F5"
13,21599.4,30,"F7",0.2699,"1F1"
13,21599.4,30,"G1",0.0922,"CONTROL"
13,21599.4,30,"G2",0.1464,"DH5A"
13,21599.4,30,"G3",0.0891,"DRAD"
13,21599.4,30,"G4",0.219,"CM1"
13,21599.4,30,"G5",0.177,"1FH2"
13,21599.4,30,"G6",0.2886,"1F5"
13,21599.4,30,"G7",0.2013,"1F1"
13,21599.4,30,"H1",0.0956,"CONTROL"
13,21599.4,30,"H2",0.1437,"DH5A"
13,21599.4,30,"H3",0.0964,"DRAD"
13,21599.4,30,"H4",0.2207,"CM1"
13,21599.4,30,"H5",0.1759,"1FH2"
13,21599.4,30,"H6",0.2981,"1F5"
14,23399.4,30,"A1",0.0946,"CONTROL"
14,23399.4,30,"A2",0.1661,"DH5A"
14,23399.4,30,"A3",0.0914,"DRAD"
14,23399.4,30,"A4",0.2334,"CM1"
14,23399.4,30,"A5",0.1717,"1FH2"
14,23399.4,30,"A6",0.3312,"1F5"
14,23399.4,30,"A7",0.2553,"1F1"
14,23399.4,30,"B1",0.0939,"CONTROL"
14,23399.4,30,"B2",0.1689,"DH5A"
14,23399.4,30,"B3",0.0945,"DRAD"
14,23399.4,30,"B4",0.2312,"CM1"
14,23399.4,30,"B5",0.1798,"1FH2"
14,23399.4,30,"B6",0.323,"1F5"
14,23399.4,30,"B7",0.2468,"1F1"
14,23399.4,30,"C1",0.0913,"CONTROL"
14,23399.4,30,"C2",0.1668,"DH5A"
14,23399.4,30,"C3",0.0927,"DRAD"
14,23399.4,30,"C4",0.2263,"CM1"
14,23399.4,30,"C5",0.182,"1FH2"
14,23399.4,30,"C6",0.3246,"1F5"
14,23399.4,30,"C7",0.3139,"1F1"
14,23399.4,30,"D1",0.0943,"CONTROL"
14,23399.4,30,"D2",0.1486,"DH5A"
14,23399.4,30,"D3",0.0947,"DRAD"
14,23399.4,30,"D4",0.2273,"CM1"
14,23399.4,30,"D5",0.1773,"1FH2"
14,23399.4,30,"D6",0.3208,"1F5"
14,23399.4,30,"D7",0.2778,"1F1"
14,23399.4,30,"E1",0.0937,"CONTROL"
14,23399.4,30,"E2",0.1515,"DH5A"
14,23399.4,30,"E3",0.0896,"DRAD"
14,23399.4,30,"E4",0.2267,"CM1"
14,23399.4,30,"E5",0.1897,"1FH2"
14,23399.4,30,"E6",0.3145,"1F5"
14,23399.4,30,"E7",0.2197,"1F1"
14,23399.4,30,"F1",0.0938,"CONTROL"
14,23399.4,30,"F2",0.1484,"DH5A"
14,23399.4,30,"F3",0.0949,"DRAD"
14,23399.4,30,"F4",0.2299,"CM1"
14,23399.4,30,"F5",0.1844,"1FH2"
14,23399.4,30,"F6",0.3081,"1F5"
14,23399.4,30,"F7",0.2834,"1F1"
14,23399.4,30,"G1",0.0932,"CONTROL"
14,23399.4,30,"G2",0.1645,"DH5A"
14,23399.4,30,"G3",0.0892,"DRAD"
14,23399.4,30,"G4",0.2324,"CM1"
14,23399.4,30,"G5",0.1863,"1FH2"
14,23399.4,30,"G6",0.311,"1F5"
14,23399.4,30,"G7",0.2331,"1F1"
14,23399.4,30,"H1",0.0945,"CONTROL"
14,23399.4,30,"H2",0.1549,"DH5A"
14,23399.4,30,"H3",0.0964,"DRAD"
14,23399.4,30,"H4",0.2353,"CM1"
14,23399.4,30,"H5",0.1857,"1FH2"
14,23399.4,30,"H6",0.3242,"1F5"
15,25199.3,30.1,"A1",0.0948,"CONTROL"
15,25199.3,30.1,"A2",0.1849,"DH5A"
15,25199.3,30.1,"A3",0.0915,"DRAD"
15,25199.3,30.1,"A4",0.2422,"CM1"
15,25199.3,30.1,"A5",0.184,"1FH2"
15,25199.3,30.1,"A6",0.345,"1F5"
15,25199.3,30.1,"A7",0.2768,"1F1"
15,25199.3,30.1,"B1",0.0934,"CONTROL"
15,25199.3,30.1,"B2",0.1917,"DH5A"
15,25199.3,30.1,"B3",0.0949,"DRAD"
15,25199.3,30.1,"B4",0.2373,"CM1"
15,25199.3,30.1,"B5",0.1914,"1FH2"
15,25199.3,30.1,"B6",0.3342,"1F5"
15,25199.3,30.1,"B7",0.2249,"1F1"
15,25199.3,30.1,"C1",0.0916,"CONTROL"
15,25199.3,30.1,"C2",0.1876,"DH5A"
15,25199.3,30.1,"C3",0.0931,"DRAD"
15,25199.3,30.1,"C4",0.2347,"CM1"
15,25199.3,30.1,"C5",0.1917,"1FH2"
15,25199.3,30.1,"C6",0.3381,"1F5"
15,25199.3,30.1,"C7",0.3038,"1F1"
15,25199.3,30.1,"D1",0.0944,"CONTROL"
15,25199.3,30.1,"D2",0.1637,"DH5A"
15,25199.3,30.1,"D3",0.0951,"DRAD"
15,25199.3,30.1,"D4",0.2387,"CM1"
15,25199.3,30.1,"D5",0.1929,"1FH2"
15,25199.3,30.1,"D6",0.337,"1F5"
15,25199.3,30.1,"D7",0.2777,"1F1"
15,25199.3,30.1,"E1",0.0935,"CONTROL"
15,25199.3,30.1,"E2",0.1656,"DH5A"
15,25199.3,30.1,"E3",0.0901,"DRAD"
15,25199.3,30.1,"E4",0.2374,"CM1"
15,25199.3,30.1,"E5",0.2029,"1FH2"
15,25199.3,30.1,"E6",0.3246,"1F5"
15,25199.3,30.1,"E7",0.2374,"1F1"
15,25199.3,30.1,"F1",0.0933,"CONTROL"
15,25199.3,30.1,"F2",0.1627,"DH5A"
15,25199.3,30.1,"F3",0.0951,"DRAD"
15,25199.3,30.1,"F4",0.2404,"CM1"
15,25199.3,30.1,"F5",0.1984,"1FH2"
15,25199.3,30.1,"F6",0.318,"1F5"
15,25199.3,30.1,"F7",0.2952,"1F1"
15,25199.3,30.1,"G1",0.0924,"CONTROL"
15,25199.3,30.1,"G2",0.1802,"DH5A"
15,25199.3,30.1,"G3",0.0891,"DRAD"
15,25199.3,30.1,"G4",0.2477,"CM1"
15,25199.3,30.1,"G5",0.2023,"1FH2"
15,25199.3,30.1,"G6",0.3248,"1F5"
15,25199.3,30.1,"G7",0.2562,"1F1"
15,25199.3,30.1,"H1",0.0959,"CONTROL"
15,25199.3,30.1,"H2",0.1716,"DH5A"
15,25199.3,30.1,"H3",0.0966,"DRAD"
15,25199.3,30.1,"H4",0.2544,"CM1"
15,25199.3,30.1,"H5",0.2001,"1FH2"
15,25199.3,30.1,"H6",0.3396,"1F5"
16,26999.3,30.1,"A1",0.0956,"CONTROL"
16,26999.3,30.1,"A2",0.2083,"DH5A"
16,26999.3,30.1,"A3",0.0914,"DRAD"
16,26999.3,30.1,"A4",0.2439,"CM1"
16,26999.3,30.1,"A5",0.2007,"1FH2"
16,26999.3,30.1,"A6",0.3579,"1F5"
16,26999.3,30.1,"A7",0.2851,"1F1"
16,26999.3,30.1,"B1",0.0937,"CONTROL"
16,26999.3,30.1,"B2",0.2094,"DH5A"
16,26999.3,30.1,"B3",0.0948,"DRAD"
16,26999.3,30.1,"B4",0.2437,"CM1"
16,26999.3,30.1,"B5",0.2025,"1FH2"
16,26999.3,30.1,"B6",0.3489,"1F5"
16,26999.3,30.1,"B7",0.2299,"1F1"
16,26999.3,30.1,"C1",0.0913,"CONTROL"
16,26999.3,30.1,"C2",0.2086,"DH5A"
16,26999.3,30.1,"C3",0.0931,"DRAD"
16,26999.3,30.1,"C4",0.2392,"CM1"
16,26999.3,30.1,"C5",0.2048,"1FH2"
16,26999.3,30.1,"C6",0.3533,"1F5"
16,26999.3,30.1,"C7",0.3013,"1F1"
16,26999.3,30.1,"D1",0.0942,"CONTROL"
16,26999.3,30.1,"D2",0.1795,"DH5A"
16,26999.3,30.1,"D3",0.0953,"DRAD"
16,26999.3,30.1,"D4",0.2432,"CM1"
16,26999.3,30.1,"D5",0.2082,"1FH2"
16,26999.3,30.1,"D6",0.3415,"1F5"
16,26999.3,30.1,"D7",0.2807,"1F1"
16,26999.3,30.1,"E1",0.0935,"CONTROL"
16,26999.3,30.1,"E2",0.1853,"DH5A"
16,26999.3,30.1,"E3",0.0906,"DRAD"
16,26999.3,30.1,"E4",0.2433,"CM1"
16,26999.3,30.1,"E5",0.2202,"1FH2"
16,26999.3,30.1,"E6",0.3332,"1F5"
16,26999.3,30.1,"E7",0.2443,"1F1"
16,26999.3,30.1,"F1",0.0928,"CONTROL"
16,26999.3,30.1,"F2",0.1821,"DH5A"
16,26999.3,30.1,"F3",0.0957,"DRAD"
16,26999.3,30.1,"F4",0.2459,"CM1"
16,26999.3,30.1,"F5",0.2106,"1FH2"
16,26999.3,30.1,"F6",0.3285,"1F5"
16,26999.3,30.1,"F7",0.3105,"1F1"
16,26999.3,30.1,"G1",0.0928,"CONTROL"
16,26999.3,30.1,"G2",0.2026,"DH5A"
16,26999.3,30.1,"G3",0.0895,"DRAD"
16,26999.3,30.1,"G4",0.2553,"CM1"
16,26999.3,30.1,"G5",0.2134,"1FH2"
16,26999.3,30.1,"G6",0.3366,"1F5"
16,26999.3,30.1,"G7",0.2665,"1F1"
16,26999.3,30.1,"H1",0.0966,"CONTROL"
16,26999.3,30.1,"H2",0.1918,"DH5A"
16,26999.3,30.1,"H3",0.0969,"DRAD"
16,26999.3,30.1,"H4",0.2627,"CM1"
16,26999.3,30.1,"H5",0.2045,"1FH2"
16,26999.3,30.1,"H6",0.3548,"1F5"
17,28799.3,30,"A1",0.0948,"CONTROL"
17,28799.3,30,"A2",0.2359,"DH5A"
17,28799.3,30,"A3",0.0919,"DRAD"
17,28799.3,30,"A4",0.2415,"CM1"
17,28799.3,30,"A5",0.2067,"1FH2"
17,28799.3,30,"A6",0.3711,"1F5"
17,28799.3,30,"A7",0.2927,"1F1"
17,28799.3,30,"B1",0.0936,"CONTROL"
17,28799.3,30,"B2",0.2397,"DH5A"
17,28799.3,30,"B3",0.0954,"DRAD"
17,28799.3,30,"B4",0.2439,"CM1"
17,28799.3,30,"B5",0.2168,"1FH2"
17,28799.3,30,"B6",0.3693,"1F5"
17,28799.3,30,"B7",0.2572,"1F1"
17,28799.3,30,"C1",0.0915,"CONTROL"
17,28799.3,30,"C2",0.2319,"DH5A"
17,28799.3,30,"C3",0.0937,"DRAD"
17,28799.3,30,"C4",0.24,"CM1"
17,28799.3,30,"C5",0.215,"1FH2"
17,28799.3,30,"C6",0.3712,"1F5"
17,28799.3,30,"C7",0.3046,"1F1"
17,28799.3,30,"D1",0.0946,"CONTROL"
17,28799.3,30,"D2",0.1977,"DH5A"
17,28799.3,30,"D3",0.0956,"DRAD"
17,28799.3,30,"D4",0.2458,"CM1"
17,28799.3,30,"D5",0.2159,"1FH2"
17,28799.3,30,"D6",0.3604,"1F5"
17,28799.3,30,"D7",0.2856,"1F1"
17,28799.3,30,"E1",0.0936,"CONTROL"
17,28799.3,30,"E2",0.2017,"DH5A"
17,28799.3,30,"E3",0.0908,"DRAD"
17,28799.3,30,"E4",0.2494,"CM1"
17,28799.3,30,"E5",0.2274,"1FH2"
17,28799.3,30,"E6",0.3483,"1F5"
17,28799.3,30,"E7",0.2487,"1F1"
17,28799.3,30,"F1",0.0926,"CONTROL"
17,28799.3,30,"F2",0.1973,"DH5A"
17,28799.3,30,"F3",0.0966,"DRAD"
17,28799.3,30,"F4",0.2478,"CM1"
17,28799.3,30,"F5",0.222,"1FH2"
17,28799.3,30,"F6",0.3427,"1F5"
17,28799.3,30,"F7",0.3142,"1F1"
17,28799.3,30,"G1",0.0916,"CONTROL"
17,28799.3,30,"G2",0.2228,"DH5A"
17,28799.3,30,"G3",0.0892,"DRAD"
17,28799.3,30,"G4",0.2561,"CM1"
17,28799.3,30,"G5",0.2233,"1FH2"
17,28799.3,30,"G6",0.3518,"1F5"
17,28799.3,30,"G7",0.2711,"1F1"
17,28799.3,30,"H1",0.0971,"CONTROL"
17,28799.3,30,"H2",0.2155,"DH5A"
17,28799.3,30,"H3",0.0969,"DRAD"
17,28799.3,30,"H4",0.2733,"CM1"
17,28799.3,30,"H5",0.2115,"1FH2"
17,28799.3,30,"H6",0.3655,"1F5"
18,30599.2,30.2,"A1",0.0951,"CONTROL"
18,30599.2,30.2,"A2",0.2597,"DH5A"
18,30599.2,30.2,"A3",0.092,"DRAD"
18,30599.2,30.2,"A4",0.2472,"CM1"
18,30599.2,30.2,"A5",0.218,"1FH2"
18,30599.2,30.2,"A6",0.3913,"1F5"
18,30599.2,30.2,"A7",0.3007,"1F1"
18,30599.2,30.2,"B1",0.0929,"CONTROL"
18,30599.2,30.2,"B2",0.2623,"DH5A"
18,30599.2,30.2,"B3",0.0957,"DRAD"
18,30599.2,30.2,"B4",0.2422,"CM1"
18,30599.2,30.2,"B5",0.222,"1FH2"
18,30599.2,30.2,"B6",0.3855,"1F5"
18,30599.2,30.2,"B7",0.2829,"1F1"
18,30599.2,30.2,"C1",0.0914,"CONTROL"
18,30599.2,30.2,"C2",0.2568,"DH5A"
18,30599.2,30.2,"C3",0.094,"DRAD"
18,30599.2,30.2,"C4",0.2373,"CM1"
18,30599.2,30.2,"C5",0.2221,"1FH2"
18,30599.2,30.2,"C6",0.3864,"1F5"
18,30599.2,30.2,"C7",0.3173,"1F1"
18,30599.2,30.2,"D1",0.094,"CONTROL"
18,30599.2,30.2,"D2",0.2137,"DH5A"
18,30599.2,30.2,"D3",0.096,"DRAD"
18,30599.2,30.2,"D4",0.2462,"CM1"
18,30599.2,30.2,"D5",0.2305,"1FH2"
18,30599.2,30.2,"D6",0.3782,"1F5"
18,30599.2,30.2,"D7",0.2916,"1F1"
18,30599.2,30.2,"E1",0.0935,"CONTROL"
18,30599.2,30.2,"E2",0.2182,"DH5A"
18,30599.2,30.2,"E3",0.0907,"DRAD"
18,30599.2,30.2,"E4",0.2509,"CM1"
18,30599.2,30.2,"E5",0.2377,"1FH2"
18,30599.2,30.2,"E6",0.3628,"1F5"
18,30599.2,30.2,"E7",0.2511,"1F1"
18,30599.2,30.2,"F1",0.0924,"CONTROL"
18,30599.2,30.2,"F2",0.2174,"DH5A"
18,30599.2,30.2,"F3",0.0986,"DRAD"
18,30599.2,30.2,"F4",0.2517,"CM1"
18,30599.2,30.2,"F5",0.237,"1FH2"
18,30599.2,30.2,"F6",0.3588,"1F5"
18,30599.2,30.2,"F7",0.3208,"1F1"
18,30599.2,30.2,"G1",0.0917,"CONTROL"
18,30599.2,30.2,"G2",0.2503,"DH5A"
18,30599.2,30.2,"G3",0.0899,"DRAD"
18,30599.2,30.2,"G4",0.2611,"CM1"
18,30599.2,30.2,"G5",0.2381,"1FH2"
18,30599.2,30.2,"G6",0.3681,"1F5"
18,30599.2,30.2,"G7",0.2739,"1F1"
18,30599.2,30.2,"H1",0.0953,"CONTROL"
18,30599.2,30.2,"H2",0.2414,"DH5A"
18,30599.2,30.2,"H3",0.0973,"DRAD"
18,30599.2,30.2,"H4",0.2826,"CM1"
18,30599.2,30.2,"H5",0.2249,"1FH2"
18,30599.2,30.2,"H6",0.3853,"1F5"
19,32399.2,30.2,"A1",0.0958,"CONTROL"
19,32399.2,30.2,"A2",0.2833,"DH5A"
19,32399.2,30.2,"A3",0.0924,"DRAD"
19,32399.2,30.2,"A4",0.2472,"CM1"
19,32399.2,30.2,"A5",0.2252,"1FH2"
19,32399.2,30.2,"A6",0.4067,"1F5"
19,32399.2,30.2,"A7",0.3047,"1F1"
19,32399.2,30.2,"B1",0.0937,"CONTROL"
19,32399.2,30.2,"B2",0.2841,"DH5A"
19,32399.2,30.2,"B3",0.0965,"DRAD"
19,32399.2,30.2,"B4",0.2359,"CM1"
19,32399.2,30.2,"B5",0.2346,"1FH2"
19,32399.2,30.2,"B6",0.3979,"1F5"
19,32399.2,30.2,"B7",0.3084,"1F1"
19,32399.2,30.2,"C1",0.0914,"CONTROL"
19,32399.2,30.2,"C2",0.2741,"DH5A"
19,32399.2,30.2,"C3",0.0944,"DRAD"
19,32399.2,30.2,"C4",0.2382,"CM1"
19,32399.2,30.2,"C5",0.2374,"1FH2"
19,32399.2,30.2,"C6",0.3989,"1F5"
19,32399.2,30.2,"C7",0.3306,"1F1"
19,32399.2,30.2,"D1",0.0942,"CONTROL"
19,32399.2,30.2,"D2",0.2311,"DH5A"
19,32399.2,30.2,"D3",0.0962,"DRAD"
19,32399.2,30.2,"D4",0.2474,"CM1"
19,32399.2,30.2,"D5",0.2456,"1FH2"
19,32399.2,30.2,"D6",0.3902,"1F5"
19,32399.2,30.2,"D7",0.2987,"1F1"
19,32399.2,30.2,"E1",0.0936,"CONTROL"
19,32399.2,30.2,"E2",0.2385,"DH5A"
19,32399.2,30.2,"E3",0.0915,"DRAD"
19,32399.2,30.2,"E4",0.2494,"CM1"
19,32399.2,30.2,"E5",0.2482,"1FH2"
19,32399.2,30.2,"E6",0.3767,"1F5"
19,32399.2,30.2,"E7",0.2549,"1F1"
19,32399.2,30.2,"F1",0.0924,"CONTROL"
19,32399.2,30.2,"F2",0.2304,"DH5A"
19,32399.2,30.2,"F3",0.1017,"DRAD"
19,32399.2,30.2,"F4",0.2485,"CM1"
19,32399.2,30.2,"F5",0.2455,"1FH2"
19,32399.2,30.2,"F6",0.3725,"1F5"
19,32399.2,30.2,"F7",0.3233,"1F1"
19,32399.2,30.2,"G1",0.0925,"CONTROL"
19,32399.2,30.2,"G2",0.2764,"DH5A"
19,32399.2,30.2,"G3",0.0906,"DRAD"
19,32399.2,30.2,"G4",0.2601,"CM1"
19,32399.2,30.2,"G5",0.2448,"1FH2"
19,32399.2,30.2,"G6",0.3798,"1F5"
19,32399.2,30.2,"G7",0.2767,"1F1"
19,32399.2,30.2,"H1",0.0957,"CONTROL"
19,32399.2,30.2,"H2",0.2664,"DH5A"
19,32399.2,30.2,"H3",0.0974,"DRAD"
19,32399.2,30.2,"H4",0.2799,"CM1"
19,32399.2,30.2,"H5",0.2359,"1FH2"
19,32399.2,30.2,"H6",0.398,"1F5"
20,34199.1,30.2,"A1",0.0956,"CONTROL"
20,34199.1,30.2,"A2",0.3041,"DH5A"
20,34199.1,30.2,"A3",0.093,"DRAD"
20,34199.1,30.2,"A4",0.2482,"CM1"
20,34199.1,30.2,"A5",0.2352,"1FH2"
20,34199.1,30.2,"A6",0.4227,"1F5"
20,34199.1,30.2,"A7",0.309,"1F1"
20,34199.1,30.2,"B1",0.0931,"CONTROL"
20,34199.1,30.2,"B2",0.3067,"DH5A"
20,34199.1,30.2,"B3",0.0972,"DRAD"
20,34199.1,30.2,"B4",0.2404,"CM1"
20,34199.1,30.2,"B5",0.2427,"1FH2"
20,34199.1,30.2,"B6",0.4077,"1F5"
20,34199.1,30.2,"B7",0.32,"1F1"
20,34199.1,30.2,"C1",0.0908,"CONTROL"
20,34199.1,30.2,"C2",0.2954,"DH5A"
20,34199.1,30.2,"C3",0.0952,"DRAD"
20,34199.1,30.2,"C4",0.2452,"CM1"
20,34199.1,30.2,"C5",0.2502,"1FH2"
20,34199.1,30.2,"C6",0.4108,"1F5"
20,34199.1,30.2,"C7",0.3404,"1F1"
